Nome_escola,Cod_inep,Municipio_polo,Cod_ibge,Enderenco_polo,Bairro_polo,long,lat,Gee,Tipo_ensino
ESCOLA ESTADUAL OTACILIA JATOBA TORRES,27012620,Igaci,2703106,SITIO COLONIA AGRICOLA,ZONA RURAL,-36.63251027,-9.548125074,3ª,Escola de Ensino Regular
ESCOLA ESTADUAL OTACILIO HOLANDA DE ANDRADE,27036014,Maceió,2704302,RUA SAO LUIZ,PETROPOLIS,-35.74670483,-9.609134682,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL OVIDIO EDGAR DE ALBUQUERQUE,27038483,Maceió,2704302,RUA JOSE LOBO DE MEDEIROS,TABULEIRO DOS MARTINS,-35.77377495,-9.576468968,13ª,Escola em tempo integral
ESCOLA ESTADUAL OZORIA DE MOURA LIMA,27040836,Rio Largo,2707701,RUA ANTONIO ELIAS CALHEIROS,LOURENCO DE ALBUQUERQUE,-35.8588421,-9.477889223,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL PADRE ANTONIO DUARTE,27011178,Olho d'Água das Flores,2705705,AVENIDA DOIS DE DEZEMBRO,CENTRO,-37.2953693,-9.530592069,6ª,Escola em tempo integral
ESCOLA ESTADUAL PADRE AURELIO GOIS,27043436,Junqueiro,2704005,RUA PADRE ANTONIO PROCOPIO,CENTRO,-36.47522908,-9.928116521,2ª,Escola de Ensino Regular
ESCOLA ESTADUAL PADRE CABRAL,27036677,Maceió,2704302,PRACA EDUARDO SANTOS,FERNAO VELHO,-35.78260487,-9.590286148,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PADRE FRANCISCO CORREIA,27007987,Santana do Ipanema,2708006,AVENIDA DR. ARSENIO MOREIRA,MONUMENTO,-37.24156287,-9.371863477,6ª,Escola em tempo integral
ESCOLA ESTADUAL PADRE TEOFANES AUGUSTO DE ARAUJO BARROS,27226468,São José da Laje,2708303,RUA ANTONIO MATEUS CORREIA,JURITI,-36.06350167,-9.008234675,7ª,Escola em tempo integral
ESCOLA ESTADUAL PASTOR JOSE TAVARES DE SOUZA,27036480,Maceió,2704302,AVENIDA ARTHUR VALENTE JUCA,BENEDITO BENTES,-35.72163376,-9.539549309,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PE JEFFERSON DE CARVALHO,27016528,Arapiraca,2700300,AVENIDA ANTONIO BARBOSA,GUARIBAS,-36.65071921,-9.773948717,5ª,Escola de Ensino Regular
ESCOLA ESTADUAL PEDRO NEPOMUCENO DOS SANTOS,27054438,Delmiro Gouveia,2702405,RUA PROJETADA,BARRAGEM LESTE,-38.19210135,-9.371206885,11ª,Escola em tempo integral
ESCOLA ESTADUAL PRINCESA ISABEL,27036960,Maceió,2704302,AVENIDA FERNANDES LIMA,FAROL,-35.7393337,-9.639361944,13ª,Escola em tempo integral
ESCOLA ESTADUAL PROF ALOISIO ERNANDE BRANDAO,27007456,Santana do Ipanema,2708006,RUA PROFESSOR ALOISIO ERNANDE BRANDAO,CAMOXINGA,-37.24491046,-9.366924911,6ª,Escola em tempo integral
ESCOLA ESTADUAL PROF ANISIO TEIXEIRA,27038572,Maceió,2704302,RUA EDGAR DE GOES MONTEIRO,PRADO,-35.75028729,-9.671324775,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROF EDUARDO ALMEIDA DA SILVA,27036707,Maceió,2704302,RUA SAO PEDRO,GARCA TORTA,-35.66307581,-9.585655981,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROF EDUARDO DA MOTA TRIGUEIROS,27036642,Maceió,2704302,RUA CORONEL ADAUTO BARBOSA - CJ STº EDUARDO,JATIUCA,-35.71427882,-9.656179966,1ª,Escola em tempo integral
ESCOLA ESTADUAL PROF JOAO VALERIANO DE OLIVEIRA,27045200,Penedo,2706703,RUA JOAO RAMALHO,SANTA LUZIA,-36.562141,-10.27485138,9ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROF JOSE DA SILVEIRA CAMERINO,27036987,Maceió,2704302,AVENIDA FERNANDES LIMA,FAROL,-35.73710533,-9.638936707,13ª,Escola em tempo integral
ESCOLA ESTADUAL PROF JOSE FELIX DE CARVALHO ALVES,27020320,São Sebastião,2708808,RUA PEDRO VIEIRA DE BARROS,CENTRO,-36.55402718,-9.935182958,5ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROF JOSE SENA DIAS,27003973,Piranhas,2707107,RUA DOM PEDRO II,CENTRO,-37.67223771,-9.481830079,11ª,Escola em tempo integral
ESCOLA ESTADUAL PROF PEDRO TEIXEIRA DE VASCONCELOS,27037010,Maceió,2704302,RUA PAU DARCO,FEITOSA,-35.7279268,-9.644524295,1ª,Escola em tempo integral
ESCOLA ESTADUAL PROF SEBASTIAO DA HORA,27038599,Maceió,2704302,RUA MARTINS MURTA,PITANGUINHA,-35.73174462,-9.638680395,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROF VIRGINIO DE CAMPOS,27037045,Maceió,2704302,RUA FIRMINO VASCONCELOS,PONTA DA TERRA,-35.71058874,-9.661882715,1ª,Escola em tempo integral
ESCOLA ESTADUAL PROFA BENEDITA MARIA RUFINO DE CHAGAS COELHO,27051633,Murici,2705507,CONJ RESIDENCIAL OLAVO CALHEIROS,URBANO,-35.93356674,-9.319638918,7ª,Escola em tempo integral
ESCOLA ESTADUAL PROFA ELZA SOARES CAVALCANTE,27226808,Quebrangulo,2707602,RUA PREFEITO JOAO HONORIO DE CARVALHO,CENTRO,-36.48202358,-9.314420493,3ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR AFRANIO LAGES,27034887,Maceió,2704302,AVENIDA FERNANDES LIMA,FAROL,-35.74103666,-9.641704952,13ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR ARTHUR RAMOS,27039595,Pilar,2706901,RUA ANTONIO SERAFIM COSTA,CHA DO PILAR,-35.95543057,-9.598040056,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSOR ATANAGILDO BRANDAO,27005224,Maravilha,2704609,RUA SAGRADA FAMILIA,CENTRO,-37.35132528,-9.232680271,6ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR ERNANI MERO,27045552,Penedo,2706703,PRACA LARGO DE FATIMA,SANTA LUZIA,-36.56683955,-10.28359755,9ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR GUEDES DE MIRANDA,27031365,Porto Calvo,2707305,RUA DR MIGUEL DE OMENA,CENTRO,-35.39761417,-9.057653626,10ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSOR JOSE QUINTELLA CAVALCANTI,27016510,Arapiraca,2700300,AVENIDA VENTURA DE FARIAS,ELDORADO,-36.6685116,-9.746753923,5ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSOR JOSE REMI LIMA,27037258,Maceió,2704302,RUA SAO JOSE SN,CLIMA BOM,-35.78617794,-9.567493718,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSOR JOSE VITORINO DA ROCHA,27036995,Maceió,2704302,RUA ANTONIO PROCOPIO,PINHEIRO,-35.74031938,-9.640171367,13ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR LIBERALINO BONFIM DE OLIVEIRA,27253007,Maceió,2704302,RUA VEREADOR HERMINIO CARDOSO,RIO NOVO,-35.80776416,-9.577665349,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSOR LIMA CASTRO,27226328,Coruripe,2702306,RUA WASHINGTON LUIZ,COLONIA PINDORAMA,-36.33001584,-10.14695071,2ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR LOUREIRO,27030245,Murici,2705507,CONJUNTO RESIDENCIAL PEDRO TENORIO RAPOSO,URBANO,-35.94140692,-9.315993461,7ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR LUIZ CARLOS,27035336,Maceió,2704302,RUA CORONEL ADAUTO GOMES BARBOSA,TRAPICHE DA BARRA,-35.75800005,-9.676198436,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSOR MARIO BROAD,27038580,Maceió,2704302,AV DR JULIO MARQUES LUZ,JATIUCA,-35.71680059,-9.653084614,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSOR PEDRO REYS,27044866,Igreja Nova,2703205,AVENIDA 16 DE MAIO,CENTRO,-36.65284488,-10.12973909,9ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR ROSALVO LOBO,27036685,Maceió,2704302,RUA ERNESTO GOMES MARANHAO,JATIUCA,-35.71260775,-9.652597764,1ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR SILVERIO LINS,27013502,Mar Vermelho,2704906,PRACA CRISTO REDENTOR,CENTRO,-36.38701128,-9.448822168,4ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSOR THEONILO GAMA,27037037,Maceió,2704302,RUA BOMFIM,JACINTINHO,-35.71941167,-9.647297793,1ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSOR THEOTONIO VILELA BRANDAO,27034836,Maceió,2704302,RUA CORONEL ADAUTO GOMES BARBOSA,POCO,-35.71307235,-9.656113872,1ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSORA ADEILZA Ma OLIVEIRA,27035824,Maceió,2704302,RUA DO CAMPO,CHA DA JAQUEIRA,-35.74956599,-9.61630184,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA ANA COELHO PALMEIRA,27036430,Maceió,2704302,RUA ARTHUR BENIGNO LISBOA FERRAZ,JACARECICA,-35.68974981,-9.613443367,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA ANAIAS DE LIMA ANDRADE,27225682,Maceió,2704302,RUA NOVO HORIZONTE,VERGEL DO LAGO,-35.76200115,-9.653452921,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA EDITE MACHADO,27027082,Capela,2701704,RUA MANOEL HIPOLITO,CENTRO,-36.07818293,-9.409743656,4ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSORA EDLEUZA OLIVEIRA DA SILVA,27051617,São Miguel dos Campos,2708600,CONJ HELIO JATOBA III,BAIRRO DE FATIMA,-36.10195084,-9.802935725,2ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSORA EROTILDES R SALDANHA,27037150,Maceió,2704302,AVENIDA GOVERNADOR LAMENHA FILHO,FEITOSA,-35.72417469,-9.627552869,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA IRENE GARRIDO,27036022,Maceió,2704302,RUA HAMILTON MORAIS,TABULEIRO DO MARTINS,-35.75130518,-9.567287692,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA JOANITA DE MELO,27005577,Ouro Branco,2706109,AVENIDA NOE SEQUEIRA,LUIZ GONZAGA DE CARVALHO,-37.36056037,-9.155932554,6ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSORA JUDITH NASCIMENTO DA SILVA,27030105,Messias,2705200,AV JOVINO JOVENTINO DA SILVA,CONJ ANTONIO R CALHEIROS,-35.83629016,-9.38125697,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA JULIETA RAMOS PEREIRA,27039560,Paripueira,2706448,RUA ANTONIO REINALDO,CENTRO,-35.54842957,-9.465971933,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA LAURA DANTAS SANTOS DA SILVA,27034674,Maceió,2704302,AV FERNANDES LIMA,FAROL,-35.73978242,-9.642439398,13ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSORA LAURA MARIA CHAGAS DE ASSIS,27225259,Santana do Ipanema,2708006,RUA GILMAR PEREIRA DE QUEIROZ,CAMOXINGA,-37.24415339,-9.367314511,6ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSORA MARGAREZ MARIA SANTOS LACET,27037053,Maceió,2704302,AV GENERAL WALFRIDO JERONIMO DA ROCHA,TABULEIRO DOS MARTINS,-35.77393422,-9.583543284,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA MARIA ANTONIA DE OLIVEIRA SANTOS,27225755,Matriz de Camaragibe,2705101,AV ANTONIO MANOEL DOS SANTOS,CENTRO,-35.52941767,-9.152863964,10ª,Escola em tempo integral
ESCOLA ESTADUAL PROFESSORA MIRAN MARROQUIM DE QUINTELLA CAVALCANTE,27035980,Maceió,2704302,RUA DA LIBERDADE,JACINTINHO,-35.72265793,-9.633568019,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFESSORA ROSALVA PEREIRA VIANA,27224791,Maceió,2704302,LOT POR DO SOL QUADRA D SANTA LUCIA,SANTA LUCIA,-35.75071085,-9.571022006,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa ANA MARIA TEODOSIO,27006590,Poço das Trincheiras,2707206,RUA CENTRAL,ZONA RURAL,-37.22144139,-9.233374816,6ª,Escola em tempo integral
ESCOLA ESTADUAL PROFa AURELINA PALMEIRA DE MELO,27038564,Maceió,2704302,PRACA PADRE CICERO ROMAO BATISTA,VERGEL DO LAGO,-35.7581448,-9.658614976,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa BENEDITA DE CASTRO LIMA,27226271,Maceió,2704302,R SANTA RITA -CLIMA BOM II,CLIMA BOM,-35.78571336,-9.569858182,13ª,Escola em tempo integral
ESCOLA ESTADUAL PROFa CLAUDIZETE LIMA ELEUTERIO,27226174,Rio Largo,2707701,CONJ GURIATA - MARIO MAFRA B NOVO,TABULEIRO DO PINTO,-35.80516739,-9.533860824,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa DORALICE DA SILVA MOURA,27040607,Rio Largo,2707701,LOTEAMENTO SANTA MARIA,MATA DO ROLO,-35.82238915,-9.477517826,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa GILVANA ATAIDE CAVALCANTE CABRAL,27226930,Maceió,2704302,RUA ELINELMA DE OLIVEIRA SANTOS,TABULEIRO DOS MARTINS,-35.74961946,-9.577377039,13ª,Escola em tempo integral
ESCOLA ESTADUAL PROFa GUIOMAR DE ALMEIDA PEIXOTO,27035840,Maceió,2704302,RUA SANTO ANTONIO,PONTA GROSSA,-35.75146101,-9.65981769,1ª,Escola em tempo integral
ESCOLA ESTADUAL PROFa JOSEFA CONCEICAO DA COSTA,27037142,Maceió,2704302,RUA PAO DE ACUCAR,CANAA,-35.73738581,-9.604879294,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa JOSEFA DE SOUZA LIMA,27007057,Poço das Trincheiras,2707206,RUA SAO JOSE,CENTRO,-37.28609554,-9.306918493,6ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa LENITA FONTES CINTRA,27010503,Major Isidoro,2704401,RUA DO COMERCIO,ZONA RURAL,-36.99159246,-9.561635703,3ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa MALBA LINS COSTA,27035778,Maceió,2704302,TRAVESSA BOA ESPERANCA,NOVO MUNDO,-35.72737362,-9.619752951,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa MARIA CANDIDA DA SILVA,27023087,Pindoba,2707008,RUA DA AREIA,CENTRO,-36.28660664,-9.475617246,4ª,Escola em tempo integral
ESCOLA ESTADUAL PROFa MARIA DAS GRACAS DE SA TEIXEIRA,27225569,Maceió,2704302,AV GOV LAMENHA FILHO,FEITOSA,-35.72517327,-9.633780446,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa MARIA JOSE LOUREIRO,27037061,Maceió,2704302,AVENIDA FERNANDES LIMA,FAROL,-35.73601347,-9.640057816,13ª,Escola em tempo integral
ESCOLA ESTADUAL PROFa MARIA LUCIA LINS DE FREITAS,27230040,Maceió,2704302,RUA 26 GRACILLIANO RAMOS,CIDADE UNIVERSITARIA,-35.74864659,-9.546204888,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFa Ma AVELINA DO CARMO,27022200,Traipu,2709202,RUA ISAAC PEREIRA NETTO,CENTRO,-37.00334557,-9.966892544,5ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFo BENEDITO MORAES,27034852,Maceió,2704302,RUA DR ZEFERINO RODRIGUES,PAJUCARA,-35.71920758,-9.664702689,1ª,Escola em tempo integral
ESCOLA ESTADUAL PROFo CARLOS POVINA CAVALCANTE,27039005,Maceió,2704302,RUA SANTA LUZIA,PESCARIA,-35.62140373,-9.538499688,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFo JOSE MOACIR TEOFILO,27016447,Arapiraca,2700300,RUA ANTONIO FELICIANO,CANAFISTULA,-36.63462719,-9.761677101,5ª,Escola em tempo integral
ESCOLA ESTADUAL PROFo MANOEL GENTIL DO VALE BENTES,27041158,Satuba,2708907,RUA 17 DE AGOSTO,CENTRO,-35.82341765,-9.572151901,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL PROFo MILENO FERREIRA DA SILVA,27007090,Santana do Ipanema,2708006,RUA GILMAR PEREIRA QUEIROZ,CAMOXINGA,-37.24374237,-9.366604871,6ª,Escola em tempo integral
ESCOLA ESTADUAL ROCHA CAVALCANTI,27025047,União dos Palmares,2709301,RUA CORREIA DE OLIVEIRA,CENTRO,-36.03383459,-9.160061394,7ª,Escola de Ensino Regular
ESCOLA ESTADUAL ROMEU DE AVELAR,27037088,Maceió,2704302,RUA ROMEU DE AVELAR,TABULEIRO NOVO,-35.76810524,-9.570708528,13ª,Escola em tempo integral
ESCOLA ESTADUAL ROSA DE CASTRO FONSECA,27015920,Tanque d'Arca,2709004,AV JOAO ANTONIO DA SILVA,CENTRO,-36.43390143,-9.534415647,3ª,Escola em tempo integral
ESCOLA ESTADUAL ROSA MARIA PAULINO DA FONSECA,27354024,Marechal Deodoro,2704708,AVENIDA SAO JOSE,POEIRA,-35.89284587,-9.741614899,1ª,Escola em tempo integral
ESCOLA ESTADUAL ROSALIA SAMPAIO BEZERRA,27006069,Pão de Açúcar,2706406,AV JOSE DE FREITAS MACHADO,CENTRO,-37.43472174,-9.746608423,8ª,Escola de Ensino Regular
ESCOLA ESTADUAL ROSALVO RIBEIRO,27038629,Rio Largo,2707701,CONJUNTO RESIDENCIAL JARBAS OITICICA,MATA DO ROLO,-35.7490787,-9.62683251,12ª,Escola em tempo integral
ESCOLA ESTADUAL ROTARY,27007448,Santana do Ipanema,2708006,RUA COMPOSITOR JOSE CANDIDO,DOMINGOS ACACIO,-37.24793625,-9.374000099,6ª,Escola de Ensino Regular
ESCOLA ESTADUAL ROTARY,27016455,Arapiraca,2700300,RUA TEODORICO COSTA,CENTRO,-37.24793625,-9.374000099,6ª,Escola de Ensino Regular
ESCOLA ESTADUAL ROTARY,27037118,Maceió,2704302,AVENIDA DURVAL DE GOES MONTEIRO,TABULEIRO DO MARTINS,-37.24793625,-9.374000099,6ª,Escola de Ensino Regular
ESCOLA ESTADUAL RUBENS NUNES DE OLIVEIRA,27001407,Inhapi,2703304,AV ESTUDANTE RUBENS N OLIVEIRA,CENTRO,-37.74817946,-9.219928228,11ª,Escola em tempo integral
ESCOLA ESTADUAL RUI BARBOSA,27041212,Anadia,2700201,PRACA DR. CAMPELO DE ALMEIDA,CENTRO,-36.30384947,-9.681821274,2ª,Escola de Ensino Regular
ESCOLA ESTADUAL SAMPAIO DORIA,27009742,Belo Monte,2700904,RUA BOA VISTA,CENTRO,-37.28027959,-9.828584576,8ª,Escola de Ensino Regular
ESCOLA ESTADUAL SAMPAIO MARQUES,27021483,São Brás,2708204,PRACA RUI BARBOSA,CENTRO,-36.8975802,-10.12561347,9ª,Escola de Ensino Regular
ESCOLA ESTADUAL SANTA CRUZ DO DESERTO,27002063,Mata Grande,2705002,RUA DO COMERCIO,POVOADO DE SANTA CRUZ DO DESERTO,-37.83571357,-9.1433574,11ª,Escola em tempo integral
ESCOLA ESTADUAL SANTA TEREZA D AVILA,27037185,Maceió,2704302,RUA SANTO AMARO,SANTO AMARO,-35.74225377,-9.608485803,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL SANTOS DUMONT,27040348,Rio Largo,2707701,DESTACAMENTO DA FAB,TABULEIRO DO PINTO,-35.80266113,-9.518408537,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL SANTOS FERRAZ,27020819,Taquarana,2709103,RUA ANTONIO MADEIRO,CENTRO,-36.49733543,-9.642274776,5ª,Escola de Ensino Regular
ESCOLA ESTADUAL SATURNINO DE SOUZA,27029654,Matriz de Camaragibe,2705101,AVENIDA GOVERNADOR LUIZ CAVALCANTE,CENTRO,-35.53161194,-9.15325528,10ª,Escola em tempo integral
ESCOLA ESTADUAL SENADOR ARNON DE MELLO,27044726,Feliz Deserto,2702702,PRACA DOMINGOS MENDES,CENTRO,-36.30615788,-10.29183918,9ª,Escola de Ensino Regular
ESCOLA ESTADUAL SENADOR RUI PALMEIRA,27016331,Arapiraca,2700300,RUA MANOEL NUNES NETO,CAPIATA,-36.66355257,-9.742706006,5ª,Escola em tempo integral
ESCOLA ESTADUAL TABULEIRO DO PINTO,27040860,Rio Largo,2707701,RUA JOSE MONTEIRO DE MELO,TABULEIRO DO PINTO,-35.81339376,-9.503769201,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL TARCISIO DE JESUS,27036499,Maceió,2704302,AVENIDA SENADOR RUI PALMEIRA,TRAPICHE DA BARRA,-35.76414743,-9.670459475,1ª,Escola em tempo integral
ESCOLA ESTADUAL TARCISIO SOARES PALMEIRA,27043690,São Miguel dos Campos,2708600,TRAVESSA SENADOR MAXIMO,CENTRO,-36.098921,-9.779983577,2ª,Escola de Ensino Regular
ESCOLA ESTADUAL TAVARES BASTOS,27038637,Maceió,2704302,PRACA DO CENTENARIO,FAROL,-35.73355036,-9.653844514,13ª,Escola de Ensino Regular
ESCOLA ESTADUAL TEOTONIO VILELA,27035832,Maceió,2704302,AV FERNANDES LIMA,FAROL,-35.73829739,-9.639014474,13ª,Escola em tempo integral
ESCOLA ESTADUAL THOMAZ ESPINDOLA,27038653,Maceió,2704302,RUA VEREADOR JOSE DE CALDAS,PONTA GROSSA,-35.75119544,-9.657258319,1ª,Escola de Ensino Regular
ESCOLA ESTADUAL TORQUATO CABRAL,27027457,Capela,2701704,PRACA EUSTAQUIO GOMES DE MELO,CENTRO,-36.07538979,-9.413868177,4ª,Escola de Ensino Regular
ESCOLA ESTADUAL VALDECY GOMES DE VASCONCELOS,27039668,Pilar,2706901,RUA ANTONIO SERAFIM COSTA,CHA DO PILAR,-35.95412885,-9.597694656,12ª,Escola de Ensino Regular
ESCOLA ESTADUAL WATSON CLEMENTINO DE GUSMAO SILVA,27003213,Delmiro Gouveia,2702405,RUA HENRIQUE DIAS,BAIRRO NOVO,-38.00889808,-9.383535599,11ª,Escola em tempo integral
ESCOLA INDIGENA ACONA,27227227,Traipu,2709202,ALDEIA ACONA,ZONA RURAL,-36.86252674,-10.02739259,5ª,Escola Indígena
ESCOLA INDIGENA ANCELMO BISPO DE SOUZA,27230562,Inhapi,2703304,ALDEIA ROCADO,ZONA RURAL,-37.80950276,-9.20953134,11ª,Escola Indígena
ESCOLA INDIGENA CACIQUE ALFREDO CELESTINO,27226638,Palmeira dos Índios,2706307,ALDEIA MAE INDIGENA SERRA DO CAPELA,SB,-36.62856439,-9.382336591,3ª,Escola Indígena e integral
ESCOLA INDIGENA ESTADUAL JOSE MANOEL DE SOUZA,27028992,Joaquim Gomes,2703809,AREA INDIGENA WASSU COCAL GEREBA,ZONA RURAL,-35.71596422,-9.055674259,12ª,Escola Indígena
ESCOLA INDIGENA ESTADUAL JOSE MAXIMO DE OLIVEIRA,27029107,Joaquim Gomes,2703809,AREA INDIGENA WASSU COCAL,ZONA RURAL,-35.71031967,-9.048139712,12ª,Escola Indígena
ESCOLA INDIGENA ESTADUAL MANOEL HONORIO DA SILVA,27028780,Joaquim Gomes,2703809,AREA INDIGENA WASSU COCAL - PEDRINHAS,ZONARURAL,-35.71440413,-9.05689549,12ª,Escola Indígena
ESCOLA INDIGENA ESTADUAL PROFa MARLENE MARQUES DOS SANTOS,27216721,Joaquim Gomes,2703809,ALDEIA WASSU COCAL,ZONA RURAL,-35.71031967,-9.048139712,12ª,Escola Indígena
ESCOLA INDIGENA ITAPO,27020509,São Sebastião,2708808,ALDEIA KARAPOTO PLAKI-O,ZONA RURAL,-36.61961618,-10.00614261,5ª,Escola Indígena
ESCOLA INDIGENA JOSE CARAPINA,27003108,Pariconha,2706422,TERRA INDIGENA GERIPANCKO,ZONA RURAL,-38.02500469,-9.222039671,11ª,Escola Indígena
ESCOLA INDIGENA TINGUI BOTO,27018431,Feira Grande,2702603,OLHO D AGUA DO MEIO,ZONA RURAL,-36.70410638,-9.893713735,5ª,Escola Indígena
ESCOLA TECNICA DE SAUDE PROFESSORA VALERIA HORA,27224929,Maceió,2704302,RUA DOUTOR PEDRO MONTEIRO,CENTRO,-35.740368,-9.668361,1ª,Escola de Ensino Regular
